image_id,label,graphemes
11240.png,দর্শনীয়,"['দ', 'র্শ', 'নী', 'য়']"
11241.png,স্থানে,"['স্থা', 'নে']"
11242.png,পরিনত,"['প', 'রি', 'ন', 'ত']"
11243.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
11244.png,এছাড়া,"['এ', 'ছা', 'ড়া']"
11245.png,আমাদের,"['আ', 'মা', 'দে', 'র']"
11246.png,দেশ,"['দে', 'শ']"
11248.png,মনোরম,"['ম', 'নো', 'র', 'ম']"
11249.png,এদেশে,"['এ', 'দে', 'শে']"
11250.png,বন,"['ব', 'ন']"
11251.png,পাহাড়,"['পা', 'হা', 'ড়']"
11253.png,জঙ্গল,"['জ', 'ঙ্গ', 'ল']"
11254.png,ও,['ও']
11255.png,আমাদের,"['আ', 'মা', 'দে', 'র']"
11256.png,দর্শনীয়,"['দ', 'র্শ', 'নী', 'য়']"
11257.png,স্থানে,"['স্থা', 'নে']"
11258.png,পরিনত,"['প', 'রি', 'ন', 'ত']"
11259.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
11260.png,বাংলাদেশ,"['বা', 'ং', 'লা', 'দে', 'শ']"
11261.png,ঐতিহাসিক,"['ঐ', 'তি', 'হা', 'সি', 'ক']"
11262.png,দর্শনীয়,"['দ', 'র্শ', 'নী', 'য়']"
11264.png,হলো,"['হ', 'লো']"
11265.png,উল্লেখ,"['উ', 'ল্লে', 'খ']"
11266.png,দিনাজপুরের,"['দি', 'না', 'জ', 'পু', 'রে', 'র']"
11267.png,কান্তজী,"['কা', 'ন্ত', 'জী']"
11268.png,মন্দির,"['ম', 'ন্দি', 'র']"
11269.png,নওগাঁর,"['ন', 'ও', 'গাঁ', 'র']"
11270.png,পাহাড়পুর,"['পা', 'হা', 'ড়', 'পু', 'র']"
11271.png,বগুড়ার,"['ব', 'গু', 'ড়া', 'র']"
11272.png,মহাস্থানগড়,"['ম', 'হা', 'স্থা', 'ন', 'গ', 'ড়']"
11274.png,দিঘাপতিয়া,"['দি', 'ঘা', 'প', 'তি', 'য়া']"
11275.png,রাজবাড়ি,"['রা', 'জ', 'বা', 'ড়ি']"
11276.png,ও,['ও']
11277.png,রানী,"['রা', 'নী']"
11278.png,ভবানীর,"['ভ', 'বা', 'নী', 'র']"
11279.png,বাড়ি,"['বা', 'ড়ি']"
11281.png,ঘা,['ঘা']
11282.png,জমিদার,"['জ', 'মি', 'দা', 'র']"
11283.png,বাড়ি,"['বা', 'ড়ি']"
11284.png,গাজীপুরের,"['গা', 'জী', 'পু', 'রে', 'র']"
11285.png,ভাওয়াল,"['ভা', 'ও', 'য়া', 'ল']"
11287.png,ঢাকার,"['ঢা', 'কা', 'র']"
11288.png,আহসান,"['আ', 'হ', 'সা', 'ন']"
11289.png,মঞ্জিল,"['ম', 'ঞ্জি', 'ল']"
11290.png,নারায়ন,"['না', 'রা', 'য়', 'ন']"
11292.png,সোনার,"['সো', 'না', 'র']"
11293.png,গাঁ,['গাঁ']
11294.png,কুমিল্লার,"['কু', 'মি', 'ল্লা', 'র']"
11295.png,ময়নামতি,"['ম', 'য়', 'না', 'ম', 'তি']"
11296.png,ইত্যাদি,"['ই', 'ত্যা', 'দি']"
11297.png,দশকের,"['দ', 'শ', 'কে', 'র']"
11298.png,শুরুতে,"['শু', 'রু', 'তে']"
11299.png,ভিডিও,"['ভি', 'ডি', 'ও']"
11300.png,গেমস,"['গে', 'ম', 'স']"
11301.png,এর,"['এ', 'র']"
11302.png,যাত্রা,"['যা', 'ত্রা']"
11303.png,শুরু,"['শু', 'রু']"
11304.png,যখন,"['য', 'খ', 'ন']"
11305.png,প্রতিষ্ঠানিক,"['প্র', 'তি', 'ষ্ঠা', 'নি', 'ক']"
11306.png,কম্পিউটার,"['ক', 'ম্পি', 'উ', 'টা', 'র']"
11307.png,বিজ্ঞানিরা,"['বি', 'জ্ঞা', 'নি', 'রা']"
11308.png,তাদের,"['তা', 'দে', 'র']"
11309.png,গবেষনার,"['গ', 'বে', 'ষ', 'না', 'র']"
11310.png,অংশ,"['অ', 'ং', 'শ']"
11311.png,হিসেবে,"['হি', 'সে', 'বে']"
11312.png,অথবা,"['অ', 'থ', 'বা']"
11313.png,নিছক,"['নি', 'ছ', 'ক']"
11314.png,মজার,"['ম', 'জা', 'র']"
11315.png,ছলে,"['ছ', 'লে']"
11316.png,সাধারন,"['সা', 'ধা', 'র', 'ন']"
11317.png,গেমসগুলোর,"['গে', 'ম', 'স', 'গু', 'লো', 'র']"
11318.png,নকশা,"['ন', 'ক', 'শা']"
11319.png,প্রনয়ন,"['প্র', 'ন', 'য়', 'ন']"
11320.png,শুরু,"['শু', 'রু']"
11321.png,এর,"['এ', 'র']"
11322.png,দশকে,"['দ', 'শ', 'কে']"
11323.png,অধ্যাপক,"['অ', 'ধ্যা', 'প', 'ক']"
11324.png,এবং,"['এ', 'ব', 'ং']"
11325.png,শিক্ষার্থীরা,"['শি', 'ক্ষা', 'র্থী', 'রা']"
11327.png,টিক,"['টি', 'ক']"
11328.png,টো,['টো']
11329.png,এবং,"['এ', 'ব', 'ং']"
11330.png,মুন,"['মু', 'ন']"
11331.png,ল্যাডিং,"['ল্যা', 'ডি', 'ং']"
11332.png,এর,"['এ', 'র']"
11333.png,মতো,"['ম', 'তো']"
11334.png,গেমসগুলো,"['গে', 'ম', 'স', 'গু', 'লো']"
11335.png,খেলত,"['খে', 'ল', 'ত']"
11336.png,তখন,"['ত', 'খ', 'ন']"
11337.png,আইবিএম,"['আ', 'ই', 'বি', 'এ', 'ম']"
11338.png,কম্পিউটারে,"['ক', 'ম্পি', 'উ', 'টা', 'রে']"
11339.png,গেমসগুলো,"['গে', 'ম', 'স', 'গু', 'লো']"
11340.png,খেলা,"['খে', 'লা']"
11341.png,হতো,"['হ', 'তো']"
11342.png,যাহোক,"['যা', 'হো', 'ক']"
11343.png,ভিডিও,"['ভি', 'ডি', 'ও']"
11344.png,গেমস,"['গে', 'ম', 'স']"
11345.png,জনপ্রিয়তার,"['জ', 'ন', 'প্রি', 'য়', 'তা', 'র']"
11346.png,মূল,"['মূ', 'ল']"
11347.png,স্রোতে,"['স্রো', 'তে']"
11348.png,প্রবেশ,"['প্র', 'বে', 'শ']"
11349.png,করে,"['ক', 'রে']"
11350.png,দশকে,"['দ', 'শ', 'কে']"
11351.png,চালনা,"['চা', 'ল', 'না']"
11352.png,করার,"['ক', 'রা', 'র']"
11353.png,জন্য,"['জ', 'ন্য']"
11354.png,জয়স্টিক,"['জ', 'য়', 'স্টি', 'ক']"
11355.png,যখন,"['য', 'খ', 'ন']"
11356.png,প্রবর্তন,"['প্র', 'ব', 'র্ত', 'ন']"
11357.png,করা,"['ক', 'রা']"
11358.png,হয়,"['হ', 'য়']"
11359.png,প্রয়োজনীয়,"['প্র', 'য়ো', 'জ', 'নী', 'য়']"
11360.png,জিনিস,"['জি', 'নি', 'স']"
11361.png,আমদানি,"['আ', 'ম', 'দা', 'নি']"
11362.png,এবং,"['এ', 'ব', 'ং']"
11363.png,উদ্বৃত্ত,"['উ', 'দ্বৃ', 'ত্ত']"
11364.png,জিনিস,"['জি', 'নি', 'স']"
11365.png,রপ্তানি,"['র', 'প্তা', 'নি']"
11366.png,করে,"['ক', 'রে']"
11367.png,বাংলাদেশ,"['বা', 'ং', 'লা', 'দে', 'শ']"
11368.png,তার,"['তা', 'র']"
11369.png,অর্থনীতির,"['অ', 'র্থ', 'নী', 'তি', 'র']"
11370.png,জন্য,"['জ', 'ন্য']"
11371.png,বৈদেশিক,"['বৈ', 'দে', 'শি', 'ক']"
11372.png,বানিজ্যের,"['বা', 'নি', 'জ্যে', 'র']"
11373.png,ব্যবস্থা,"['ব্য', 'ব', 'স্থা']"
11374.png,করলে,"['ক', 'র', 'লে']"
11375.png,আমদানি,"['আ', 'ম', 'দা', 'নি']"
11376.png,ও,['ও']
11377.png,রপ্তানি,"['র', 'প্তা', 'নি']"
11378.png,হতো,"['হ', 'তো']"
11379.png,না,['না']
11380.png,এবং,"['এ', 'ব', 'ং']"
11381.png,অর্থনীতি,"['অ', 'র্থ', 'নী', 'তি']"
11382.png,এক,"['এ', 'ক']"
11383.png,সময়,"['স', 'ম', 'য়']"
11384.png,ধ্বংসের,"['ধ্ব', 'ং', 'সে', 'র']"
11385.png,মুখে,"['মু', 'খে']"
11386.png,পরত,"['প', 'র', 'ত']"
11387.png,সুতরাং,"['সু', 'ত', 'রা', 'ং']"
11388.png,বাংলাদেশের,"['বা', 'ং', 'লা', 'দে', 'শে', 'র']"
11389.png,অর্থনীতিতে,"['অ', 'র্থ', 'নী', 'তি', 'তে']"
11390.png,বৈদেশিক,"['বৈ', 'দে', 'শি', 'ক']"
11391.png,বানিজ্যের,"['বা', 'নি', 'জ্যে', 'র']"
11392.png,গুরুত্ব,"['গু', 'রু', 'ত্ব']"
11393.png,অপরিসীম,"['অ', 'প', 'রি', 'সী', 'ম']"
11394.png,বাংলাদেশের,"['বা', 'ং', 'লা', 'দে', 'শে', 'র']"
11395.png,অর্থনীতিতে,"['অ', 'র্থ', 'নী', 'তি', 'তে']"
11396.png,আমদানি,"['আ', 'ম', 'দা', 'নি']"
11397.png,ও,['ও']
11398.png,রপ্তানি,"['র', 'প্তা', 'নি']"
11399.png,পণ্যসামগ্রীর,"['প', 'ণ্য', 'সা', 'ম', 'গ্রী', 'র']"
11400.png,আলোচনা,"['আ', 'লো', 'চ', 'না']"
11401.png,করা,"['ক', 'রা']"
11402.png,যখন,"['য', 'খ', 'ন']"
11403.png,কোনো,"['কো', 'নো']"
11404.png,পণ্য,"['প', 'ণ্য']"
11405.png,একটি,"['এ', 'ক', 'টি']"
11406.png,দেশের,"['দে', 'শে', 'র']"
11407.png,চাহিদা,"['চা', 'হি', 'দা']"
11408.png,মেটানোর,"['মে', 'টা', 'নো', 'র']"
11409.png,পরও,"['প', 'র', 'ও']"
11410.png,উদ্বৃত্ত,"['উ', 'দ্বৃ', 'ত্ত']"
11411.png,থাকে,"['থা', 'কে']"
11412.png,এবং,"['এ', 'ব', 'ং']"
11413.png,অন্য,"['অ', 'ন্য']"
11414.png,আরেকটি,"['আ', 'রে', 'ক', 'টি']"
11415.png,দেশের,"['দে', 'শে', 'র']"
11416.png,প্রয়োজনে,"['প্র', 'য়ো', 'জ', 'নে']"
11417.png,সেটি,"['সে', 'টি']"
11418.png,বৈদেশিক,"['বৈ', 'দে', 'শি', 'ক']"
11419.png,অর্থের,"['অ', 'র্থে', 'র']"
11420.png,বিনিময়ে,"['বি', 'নি', 'ম', 'য়ে']"
11421.png,পাঠানো,"['পা', 'ঠা', 'নো']"
11422.png,হয়,"['হ', 'য়']"
11423.png,তাকে,"['তা', 'কে']"
11424.png,রপ্তানি,"['র', 'প্তা', 'নি']"
11425.png,বলে,"['ব', 'লে']"
11426.png,আমাদের,"['আ', 'মা', 'দে', 'র']"
11427.png,দেশের,"['দে', 'শে', 'র']"
11428.png,সবথেকে,"['স', 'ব', 'থে', 'কে']"
11429.png,বড়,"['ব', 'ড়']"
11430.png,সমস্যা,"['স', 'ম', 'স্যা']"
11431.png,হচ্ছে,"['হ', 'চ্ছে']"
11432.png,দুর্নিতি,"['দু', 'র্নি', 'তি']"
11433.png,দুর্নিতি,"['দু', 'র্নি', 'তি']"
11434.png,মানে,"['মা', 'নে']"
11435.png,হচ্ছে,"['হ', 'চ্ছে']"
11436.png,নিতীর,"['নি', 'তী', 'র']"
11437.png,সাথে,"['সা', 'থে']"
11438.png,বেইমানি,"['বে', 'ই', 'মা', 'নি']"
11439.png,করা,"['ক', 'রা']"
11440.png,বা,['বা']
11441.png,নিতীর,"['নি', 'তী', 'র']"
11442.png,বিরুদ্ধে,"['বি', 'রু', 'দ্ধে']"
11443.png,কাজ,"['কা', 'জ']"
11444.png,করা,"['ক', 'রা']"
11445.png,সেটা,"['সে', 'টা']"
11446.png,হতে,"['হ', 'তে']"
11447.png,পারে,"['পা', 'রে']"
11448.png,যেকোন,"['যে', 'কো', 'ন']"
11449.png,কিছু,"['কি', 'ছু']"
11450.png,এবং,"['এ', 'ব', 'ং']"
11451.png,যেকোন,"['যে', 'কো', 'ন']"
11452.png,পরিবেশে,"['প', 'রি', 'বে', 'শে']"
11453.png,এবং,"['এ', 'ব', 'ং']"
11454.png,কেউ,"['কে', 'উ']"
11455.png,যেকোন,"['যে', 'কো', 'ন']"
11456.png,ব্যাক্তির,"['ব্যা', 'ক্তি', 'র']"
11457.png,দ্বারা,"['দ্বা', 'রা']"
11458.png,যেমন,"['যে', 'ম', 'ন']"
11459.png,মনে,"['ম', 'নে']"
11460.png,করি,"['ক', 'রি']"
11461.png,সরকারী,"['স', 'র', 'কা', 'রী']"
11462.png,চাকরি,"['চা', 'ক', 'রি']"
11463.png,করে,"['ক', 'রে']"
11464.png,ঘুষ,"['ঘু', 'ষ']"
11465.png,খায়,"['খা', 'য়']"
11466.png,এতে,"['এ', 'তে']"
11467.png,তার,"['তা', 'র']"
11468.png,নিতীর,"['নি', 'তী', 'র']"
11469.png,সাথে,"['সা', 'থে']"
11470.png,বেইমানী,"['বে', 'ই', 'মা', 'নী']"
11471.png,বা,['বা']
11472.png,নিতীর,"['নি', 'তী', 'র']"
11473.png,বিরুদ্ধে,"['বি', 'রু', 'দ্ধে']"
11474.png,কাজ,"['কা', 'জ']"
11475.png,করা,"['ক', 'রা']"
11476.png,হয়,"['হ', 'য়']"
11477.png,সুতরাং,"['সু', 'ত', 'রা', 'ং']"
11478.png,এটি,"['এ', 'টি']"
11480.png,দুুর্নিতির,"['দু', 'র্নি', 'তি', 'র']"
11481.png,কারণে,"['কা', 'র', 'ণে']"
11482.png,একটি,"['এ', 'ক', 'টি']"
11483.png,দেশ,"['দে', 'শ']"
11484.png,একটি,"['এ', 'ক', 'টি']"
11485.png,সমাজ,"['স', 'মা', 'জ']"
11486.png,দিন,"['দি', 'ন']"
11487.png,দিন,"['দি', 'ন']"
11488.png,পেছাতে,"['পে', 'ছা', 'তে']"
11489.png,থাকে,"['থা', 'কে']"
11490.png,তাই,"['তা', 'ই']"
11491.png,আমাদের,"['আ', 'মা', 'দে', 'র']"
11492.png,উচিৎ,"['উ', 'চি', 'ৎ']"
11493.png,দুুর্নিতির,"['দু', 'র্নি', 'তি', 'র']"
11494.png,বিরুদ্ধে,"['বি', 'রু', 'দ্ধে']"
11495.png,কাজ,"['কা', 'জ']"
11496.png,করা,"['ক', 'রা']"
11497.png,কবিতা,"['ক', 'বি', 'তা']"
11498.png,কাকে,"['কা', 'কে']"
11499.png,বলে,"['ব', 'লে']"
11500.png,বলা,"['ব', 'লা']"
11501.png,খুব,"['খু', 'ব']"
11502.png,মুশকিল,"['মু', 'শ', 'কি', 'ল']"
11503.png,কিন্তু,"['কি', 'ন্তু']"
11504.png,আমরা,"['আ', 'ম', 'রা']"
11505.png,যারা,"['যা', 'রা']"
11506.png,পড়তে,"['প', 'ড়', 'তে']"
11507.png,পারি,"['পা', 'রি']"
11508.png,তারা,"['তা', 'রা']"
11509.png,কম,"['ক', 'ম']"
11510.png,বেশি,"['বে', 'শি']"
11511.png,কবিতা,"['ক', 'বি', 'তা']"
11512.png,চিনি,"['চি', 'নি']"
11514.png,চেহারা,"['চে', 'হা', 'রা']"
11515.png,আছে,"['আ', 'ছে']"
11516.png,বইয়ে,"['ব', 'ই', 'য়ে']"
11517.png,বা,['বা']
11518.png,পত্রিকায়,"['প', 'ত্রি', 'কা', 'য়']"
11519.png,যে,['যে']
11520.png,লেখাগুলো,"['লে', 'খা', 'গু', 'লো']"
11521.png,খুব,"['খু', 'ব']"
11522.png,সুন্দরভাবে,"['সু', 'ন্দ', 'র', 'ভা', 'বে']"
11523.png,ছাপানো,"['ছা', 'পা', 'নো']"
11524.png,হয়,"['হ', 'য়']"
11525.png,যে,['যে']
11526.png,লেখাগুলো,"['লে', 'খা', 'গু', 'লো']"
11527.png,পড়লে,"['প', 'ড়', 'লে']"
11528.png,মন,"['ম', 'ন']"
11529.png,নেচে,"['নে', 'চে']"
11530.png,ওঠে,"['ও', 'ঠে']"
11531.png,গান,"['গা', 'ন']"
11532.png,গেয়ে,"['গে', 'য়ে']"
11533.png,উঠতে,"['উ', 'ঠ', 'তে']"
11534.png,ইচ্ছে,"['ই', 'চ্ছে']"
11535.png,করে,"['ক', 'রে']"
11536.png,চোখে,"['চো', 'খে']"
11537.png,বুকে,"['বু', 'কে']"
11538.png,রং,"['র', 'ং']"
11539.png,বেরঙের,"['বে', 'র', 'ঙে', 'র']"
11540.png,স্বপ্ন,"['স্ব', 'প্ন']"
11541.png,এসে,"['এ', 'সে']"
11542.png,জমা,"['জ', 'মা']"
11543.png,হয়,"['হ', 'য়']"
11544.png,তাই,"['তা', 'ই']"
11545.png,কবিতা,"['ক', 'বি', 'তা']"
11546.png,মনের,"['ম', 'নে', 'র']"
11548.png,যা,['যা']
11549.png,নাচতে,"['না', 'চ', 'তে']"
11550.png,থাকে,"['থা', 'কে']"
11551.png,তাই,"['তা', 'ই']"
11552.png,কবিতা,"['ক', 'বি', 'তা']"
11553.png,অবতীর্ণ,"['অ', 'ব', 'তী', 'র্ণ']"
11554.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
11555.png,ইসলামি,"['ই', 'স', 'লা', 'মি']"
11556.png,পরিভাষায়,"['প', 'রি', 'ভা', 'ষা', 'য়']"
11557.png,যেসব,"['যে', 'স', 'ব']"
11558.png,কিতাব,"['কি', 'তা', 'ব']"
11559.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
11560.png,তায়ালা,"['তা', 'য়া', 'লা']"
11563.png,জন্য,"['জ', 'ন্য']"
11564.png,দিক,"['দি', 'ক']"
11565.png,নির্দেশনা,"['নি', 'র্দে', 'শ', 'না']"
11566.png,স্বরূপ,"['স্ব', 'রূ', 'প']"
11567.png,নাজিল,"['না', 'জি', 'ল']"
11568.png,করেছেন,"['ক', 'রে', 'ছে', 'ন']"
11569.png,তাকে,"['তা', 'কে']"
11570.png,আসমানি,"['আ', 'স', 'মা', 'নি']"
11571.png,কিতাব,"['কি', 'তা', 'ব']"
11572.png,বলে,"['ব', 'লে']"
11573.png,অন্য,"['অ', 'ন্য']"
11574.png,কথায়,"['ক', 'থা', 'য়']"
11575.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
11576.png,তায়ালার,"['তা', 'য়া', 'লা', 'র']"
11577.png,বানী,"['বা', 'নী']"
11578.png,সম্বলিত,"['স', 'ম্ব', 'লি', 'ত']"
11580.png,আসমানি,"['আ', 'স', 'মা', 'নি']"
11581.png,কিতাব,"['কি', 'তা', 'ব']"
11582.png,বলা,"['ব', 'লা']"
11583.png,হয়,"['হ', 'য়']"
11585.png,আসমানি,"['আ', 'স', 'মা', 'নি']"
11586.png,কিতাব,"['কি', 'তা', 'ব']"
11587.png,হলো,"['হ', 'লো']"
11588.png,আল্লাহর,"['আ', 'ল্লা', 'হ', 'র']"
11590.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
11592.png,জিবরাইল,"['জি', 'ব', 'রা', 'ই', 'ল']"
11593.png,এর,"['এ', 'র']"
11594.png,মাধ্যমে,"['মা', 'ধ্য', 'মে']"
11595.png,তার,"['তা', 'র']"
11596.png,বানি,"['বা', 'নি']"
11597.png,রাসুল,"['রা', 'সু', 'ল']"
11598.png,গনের,"['গ', 'নে', 'র']"
11599.png,নিকট,"['নি', 'ক', 'ট']"
11600.png,প্রেরণ,"['প্রে', 'র', 'ণ']"
11601.png,করেছেন,"['ক', 'রে', 'ছে', 'ন']"
11602.png,অতঃপর,"['অ', 'ত', 'ঃ', 'প', 'র']"
11603.png,নবি,"['ন', 'বি']"
11605.png,তা,['তা']
11606.png,মানুষের,"['মা', 'নু', 'ষে', 'র']"
11607.png,নিকট,"['নি', 'ক', 'ট']"
11608.png,পৌঁছে,"['পৌঁ', 'ছে']"
11609.png,দিয়েছেন,"['দি', 'য়ে', 'ছে', 'ন']"
11610.png,আমরা,"['আ', 'ম', 'রা']"
11611.png,জীবনে,"['জী', 'ব', 'নে']"
11612.png,একটি,"['এ', 'ক', 'টি']"
11613.png,সম্পূর্ণ,"['স', 'ম্পূ', 'র্ণ']"
11614.png,জিনিসের,"['জি', 'নি', 'সে', 'র']"
11615.png,সাথে,"['সা', 'থে']"
11616.png,এর,"['এ', 'র']"
11617.png,অংশও,"['অ', 'ং', 'শ', 'ও']"
11618.png,ব্যবহার,"['ব্য', 'ব', 'হা', 'র']"
11619.png,করি,"['ক', 'রি']"
11620.png,এই,"['এ', 'ই']"
11621.png,বিভিন্ন,"['বি', 'ভি', 'ন্ন']"
11622.png,অংশ,"['অ', 'ং', 'শ']"
11623.png,এক,"['এ', 'ক']"
11624.png,এটি,"['এ', 'টি']"
11625.png,ভগ্নাংশ,"['ভ', 'গ্না', 'ং', 'শ']"
11626.png,সপ্তম,"['স', 'প্ত', 'ম']"
11627.png,শ্রেনিতে,"['শ্রে', 'নি', 'তে']"
11628.png,আমরা,"['আ', 'ম', 'রা']"
11629.png,বীজগনিতীয়,"['বী', 'জ', 'গ', 'নি', 'তী', 'য়']"
11630.png,ভগ্নাংশ,"['ভ', 'গ্না', 'ং', 'শ']"
11631.png,কী,['কী']
11632.png,তা,['তা']
11633.png,জেনেছি,"['জে', 'নে', 'ছি']"
11634.png,এবং,"['এ', 'ব', 'ং']"
11635.png,ভগ্নাংশের,"['ভ', 'গ্না', 'ং', 'শে', 'র']"
11636.png,ও,['ও']
11637.png,সাাধারন,"['সা', 'ধা', 'র', 'ন']"
11639.png,শিখেছি,"['শি', 'খে', 'ছি']"
11640.png,ভগ্নাংশের,"['ভ', 'গ্না', 'ং', 'শে', 'র']"
11641.png,যোন,"['যো', 'ন']"
11642.png,বিয়োগ,"['বি', 'য়ো', 'গ']"
11643.png,ও,['ও']
11644.png,সরলীকরন,"['স', 'র', 'লী', 'ক', 'র', 'ন']"
11645.png,সম্পর্কে,"['স', 'ম্প', 'র্কে']"
11646.png,বিস্তারিতভাবে,"['বি', 'স্তা', 'রি', 'ত', 'ভা', 'বে']"
11647.png,জেনেছি,"['জে', 'নে', 'ছি']"
11648.png,এ,['এ']
11649.png,অধ্যায়ে,"['অ', 'ধ্যা', 'য়ে']"
11650.png,ভগ্নাংশের,"['ভ', 'গ্না', 'ং', 'শে', 'র']"
11651.png,যেমন,"['যে', 'ম', 'ন']"
11652.png,ও,['ও']
11653.png,বিয়োগ,"['বি', 'য়ো', 'গ']"
11654.png,সম্পর্কে,"['স', 'ম্প', 'র্কে']"
11656.png,আলোচনা,"['আ', 'লো', 'চ', 'না']"
11657.png,করা,"['ক', 'রা']"
11658.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
11659.png,কোনো,"['কো', 'নো']"
11660.png,বীজগনিতীয়,"['বী', 'জ', 'গ', 'নি', 'তী', 'য়']"
11661.png,ভগ্নাংশের,"['ভ', 'গ্না', 'ং', 'শে', 'র']"
11662.png,ও,['ও']
11663.png,হরের,"['হ', 'রে', 'র']"
11664.png,সাাধারন,"['সা', 'ধা', 'র', 'ন']"
11666.png,থাকলে,"['থা', 'ক', 'লে']"
11667.png,ভগ্নাংশ,"['ভ', 'গ্না', 'ং', 'শ']"
11668.png,বাস,"['বা', 'স']"
11669.png,ভাষা,"['ভা', 'ষা']"
11670.png,আন্দোলন,"['আ', 'ন্দো', 'ল', 'ন']"
11671.png,ও,['ও']
11672.png,মুক্তিযুদ্ধের,"['মু', 'ক্তি', 'যু', 'দ্ধে', 'র']"
11673.png,চেতনার,"['চে', 'ত', 'না', 'র']"
11674.png,দেশ,"['দে', 'শ']"
11675.png,গড়ার,"['গ', 'ড়া', 'র']"
11676.png,জন্য,"['জ', 'ন্য']"
11677.png,শিক্ষার্থীর,"['শি', 'ক্ষা', 'র্থী', 'র']"
11678.png,অন্তনিহিত,"['অ', 'ন্ত', 'নি', 'হি', 'ত']"
11679.png,মেধা,"['মে', 'ধা']"
11680.png,ও,['ও']
11681.png,সম্ভাবনার,"['স', 'ম্ভা', 'ব', 'না', 'র']"
11682.png,পরিপূর্ণ,"['প', 'রি', 'পূ', 'র্ণ']"
11683.png,বিকাশে,"['বি', 'কা', 'শে']"
11684.png,সাহায্য,"['সা', 'হা', 'য্য']"
11685.png,করার,"['ক', 'রা', 'র']"
11686.png,মাধ্যমে,"['মা', 'ধ্য', 'মে']"
11687.png,উচ্চতর,"['উ', 'চ্চ', 'ত', 'র']"
11688.png,শিক্ষার,"['শি', 'ক্ষা', 'র']"
11689.png,যোগ্য,"['যো', 'গ্য']"
11690.png,করে,"['ক', 'রে']"
11691.png,তোলা,"['তো', 'লা']"
11692.png,মাধ্যমিক,"['মা', 'ধ্য', 'মি', 'ক']"
11693.png,শিক্ষার,"['শি', 'ক্ষা', 'র']"
11694.png,অন্যতম,"['অ', 'ন্য', 'ত', 'ম']"
11695.png,লক্ষ,"['ল', 'ক্ষ']"
11696.png,শিক্ষার্থীকে,"['শি', 'ক্ষা', 'র্থী', 'কে']"
11697.png,দেশের,"['দে', 'শে', 'র']"
11698.png,অর্থনৈতিক,"['অ', 'র্থ', 'নৈ', 'তি', 'ক']"
11699.png,সামাজিক,"['সা', 'মা', 'জি', 'ক']"
11700.png,সংস্কৃতি,"['স', 'ং', 'স্কৃ', 'তি']"
11701.png,ও,['ও']
11702.png,পরিবেশগত,"['প', 'রি', 'বে', 'শ', 'গ', 'ত']"
11703.png,পটভূমির,"['প', 'ট', 'ভূ', 'মি', 'র']"
11704.png,প্রেক্ষিতে,"['প্রে', 'ক্ষি', 'তে']"
11705.png,দক্ষ,"['দ', 'ক্ষ']"
11706.png,ও,['ও']
11707.png,যোগ্য,"['যো', 'গ্য']"
11708.png,নাগরিক,"['না', 'গ', 'রি', 'ক']"
11709.png,করে,"['ক', 'রে']"
11710.png,তোলাও,"['তো', 'লা', 'ও']"
11711.png,মাধ্যমিক,"['মা', 'ধ্য', 'মি', 'ক']"
11712.png,শিক্ষার,"['শি', 'ক্ষা', 'র']"
11713.png,অন্যতম,"['অ', 'ন্য', 'ত', 'ম']"
11714.png,বিবেচ্য,"['বি', 'বে', 'চ্য']"
11715.png,বিষয়,"['বি', 'ষ', 'য়']"
11716.png,জাতীয়,"['জা', 'তী', 'য়']"
11717.png,শিক্ষানীতি,"['শি', 'ক্ষা', 'নী', 'তি']"
11718.png,এর,"['এ', 'র']"
11719.png,লক্ষ্য,"['ল', 'ক্ষ্য']"
11720.png,ও,['ও']
11721.png,উদ্দেশ্যকে,"['উ', 'দ্দে', 'শ্য', 'কে']"
11722.png,সামনে,"['সা', 'ম', 'নে']"
11723.png,রেখে,"['রে', 'খে']"
11724.png,পরিমার্জিত,"['প', 'রি', 'মা', 'র্জি', 'ত']"
11725.png,শিক্ষাক্রমের,"['শি', 'ক্ষা', 'ক্র', 'মে', 'র']"
11726.png,প্রণীত,"['প্র', 'ণী', 'ত']"
11727.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
11728.png,মাধ্যমিক,"['মা', 'ধ্য', 'মি', 'ক']"
11729.png,স্তরের,"['স্ত', 'রে', 'র']"
11730.png,সকল,"['স', 'ক', 'ল']"
11731.png,পাঠ্যপুস্তক,"['পা', 'ঠ্য', 'পু', 'স্ত', 'ক']"
11732.png,পাঠ্যপুস্তকগুলোর,"['পা', 'ঠ্য', 'পু', 'স্ত', 'ক', 'গু', 'লো', 'র']"
11733.png,বিষয়,"['বি', 'ষ', 'য়']"
11734.png,নির্বাচন,"['নি', 'র্বা', 'চ', 'ন']"
11735.png,ও,['ও']
11736.png,উপস্থাপনের,"['উ', 'প', 'স্থা', 'প', 'নে', 'র']"
11737.png,ক্ষেত্রে,"['ক্ষে', 'ত্রে']"
