image_id,label,graphemes
451.png,বানিজ্য,"['বা', 'নি', 'জ্য']"
2450.png,গোয়েন্দা,"['গো', 'য়ে', 'ন্দা']"
6421.png,ব্যবহার,"['ব্য', 'ব', 'হা', 'র']"
2791.png,সময়ের,"['স', 'ম', 'য়ে', 'র']"
6425.png,দান,"['দা', 'ন']"
9694.png,ইতি,"['ই', 'তি']"
9840.png,তেমনই,"['তে', 'ম', 'ন', 'ই']"
16443.png,ইসলামের,"['ই', 'স', 'লা', 'মে', 'র']"
13683.png,বাঙালী,"['বা', 'ঙা', 'লী']"
9569.png,পেলে,"['পে', 'লে']"
12138.png,উপরে,"['উ', 'প', 'রে']"
6266.png,দৃষ্টি,"['দৃ', 'ষ্টি']"
10230.png,কেন্দ্র,"['কে', 'ন্দ্র']"
12362.png,বিপর্যস্ত,"['বি', 'প', 'স্ত']"
858.png,আরবি,"['আ', 'র', 'বি']"
1027.png,চন্দ্র,"['চ', 'ন্দ্র']"
1717.png,কোনোটিই,"['কো', 'নো', 'টি', 'ই']"
9711.png,বস্তুকেই,"['ব', 'স্তু', 'কে', 'ই']"
10802.png,হতবাক,"['হ', 'ত', 'বা', 'ক']"
2795.png,আর্দ্রতা,"['আ', 'র্দ্র', 'তা']"
395.png,ধর্মের,"['ধ', 'র্মে', 'র']"
11627.png,শ্রেনিতে,"['শ্রে', 'নি', 'তে']"
1957.png,মা,['মা']
9779.png,শূন্যতায়,"['শূ', 'ন্য', 'তা', 'য়']"
8727.png,পারেনা,"['পা', 'রে', 'না']"
1109.png,রকম,"['র', 'ক', 'ম']"
6742.png,আছে,"['আ', 'ছে']"
10368.png,ছাত্রকে,"['ছা', 'ত্র', 'কে']"
16527.png,সমাজিক,"['স', 'মা', 'জি', 'ক']"
641.png,বিচার,"['বি', 'চা', 'র']"
1432.png,ঐটা,"['ঐ', 'টা']"
3110.png,নিজেদের,"['নি', 'জে', 'দে', 'র']"
1740.png,কর্মের,"['ক', 'র্মে', 'র']"
7782.png,প্রসার,"['প্র', 'সা', 'র']"
5069.png,ঝগড়,"['ঝ', 'গ', 'ড়']"
10661.png,এবং,"['এ', 'ব', 'ং']"
1826.png,বাংলাদেশি,"['বা', 'ং', 'লা', 'দে', 'শি']"
7210.png,দেয়ালে,"['দে', 'য়া', 'লে']"
12134.png,চাচ্ছি,"['চা', 'চ্ছি']"
9681.png,বিজ্ঞানী,"['বি', 'জ্ঞা', 'নী']"
17571.png,কৃষিপ্রযুক্তি,"['কৃ', 'ষি', 'প্র', 'যু', 'ক্তি']"
2951.png,উন্নতির,"['উ', 'ন্ন', 'তি', 'র']"
1510.png,অপেক্ষা,"['অ', 'পে', 'ক্ষা']"
4873.png,পূরণের,"['পূ', 'র', 'ণে', 'র']"
3508.png,হিম,"['হি', 'ম']"
9746.png,আত্তীকরণ,"['আ', 'ত্তী', 'ক', 'র', 'ণ']"
1081.png,মিরর,"['মি', 'র', 'র']"
16930.png,নজরে,"['ন', 'জ', 'রে']"
17394.png,বাড়ি,"['বা', 'ড়ি']"
4141.png,আছি,"['আ', 'ছি']"
7005.png,শাখা,"['শা', 'খা']"
5966.png,দ্বিধাগ্রস্ত,"['দ্বি', 'ধা', 'গ্র', 'স্ত']"
15655.png,যৌথপরিবারে,"['যৌ', 'থ', 'প', 'রি', 'বা', 'রে']"
1339.png,সূযোগ,"['সূ', 'যো', 'গ']"
6654.png,মাধুরী,"['মা', 'ধু', 'রী']"
11514.png,চেহারা,"['চে', 'হা', 'রা']"
7260.png,যৌথ,"['যৌ', 'থ']"
10419.png,গাছগুলো,"['গা', 'ছ', 'গু', 'লো']"
3339.png,নাবিলের,"['না', 'বি', 'লে', 'র']"
10646.png,তত,"['ত', 'ত']"
1519.png,সহজে,"['স', 'হ', 'জে']"
4708.png,অধ্যায়,"['অ', 'ধ্যা', 'য়']"
14764.png,পূর্বে,"['পূ', 'র্বে']"
10978.png,বিকাশে,"['বি', 'কা', 'শে']"
435.png,চীন,"['চী', 'ন']"
10319.png,যুগান্তরের,"['যু', 'গা', 'ন্ত', 'রে', 'র']"
11150.png,দর্শনে,"['দ', 'র্শ', 'নে']"
6248.png,হয়তো,"['হ', 'য়', 'তো']"
8171.png,শাকসবজি,"['শা', 'ক', 'স', 'ব', 'জি']"
9185.png,এব,"['এ', 'ব']"
5435.png,কামনার,"['কা', 'ম', 'না', 'র']"
4192.png,বিক্রিয়াকের,"['বি', 'ক্রি', 'য়া', 'কে', 'র']"
6601.png,ফাগুনে,"['ফা', 'গু', 'নে']"
13930.png,পূজা,"['পূ', 'জা']"
9661.png,একুশে,"['এ', 'কু', 'শে']"
9760.png,খোলা,"['খো', 'লা']"
10534.png,আচরন,"['আ', 'চ', 'র', 'ন']"
15344.png,কারিগরি,"['কা', 'রি', 'গ', 'রি']"
1602.png,পাপ,"['পা', 'প']"
13028.png,উপাদানসমূহ,"['উ', 'পা', 'দা', 'ন', 'স', 'মূ', 'হ']"
11804.png,অব্যহত,"['অ', 'ব্য', 'হ', 'ত']"
5207.png,অস্বিকার,"['অ', 'স্বি', 'কা', 'র']"
4379.png,প্রতিরোধে,"['প্র', 'তি', 'রো', 'ধে']"
9677.png,নিরন্তর,"['নি', 'র', 'ন্ত', 'র']"
6258.png,তৃষ্ণায়,"['তৃ', 'ষ্ণা', 'য়']"
1851.png,সামগ্রীর,"['সা', 'ম', 'গ্রী', 'র']"
17385.png,পার,"['পা', 'র']"
13188.png,করব,"['ক', 'র', 'ব']"
16907.png,কেনার,"['কে', 'না', 'র']"
8231.png,স্বীকার,"['স্বী', 'কা', 'র']"
1782.png,শান্তি,"['শা', 'ন্তি']"
7262.png,শনাক্ত,"['শ', 'না', 'ক্ত']"
10312.png,দেখব,"['দে', 'খ', 'ব']"
16519.png,তোলার,"['তো', 'লা', 'র']"
510.png,গড়,"['গ', 'ড়']"
11227.png,করছেন,"['ক', 'র', 'ছে', 'ন']"
1869.png,আন্ধার,"['আ', 'ন্ধা', 'র']"
6009.png,পানে,"['পা', 'নে']"
1682.png,ব্যাক্তি,"['ব্যা', 'ক্তি']"
2342.png,ভেঙ্গে,"['ভে', 'ঙ্গে']"
8339.png,একটি,"['এ', 'ক', 'টি']"
11337.png,আইবিএম,"['আ', 'ই', 'বি', 'এ', 'ম']"
9059.png,রপ্তানিতে,"['র', 'প্তা', 'নি', 'তে']"
1043.png,অদৃশ্য,"['অ', 'দৃ', 'শ্য']"
1095.png,দেখার,"['দে', 'খা', 'র']"
13216.png,মূলধনের,"['মূ', 'ল', 'ধ', 'নে', 'র']"
7548.png,যুদ্ধ,"['যু', 'দ্ধ']"
15362.png,বছর,"['ব', 'ছ', 'র']"
4864.png,পন্যই,"['প', 'ন্য', 'ই']"
13954.png,নন,"['ন', 'ন']"
11043.png,আমরা,"['আ', 'ম', 'রা']"
12651.png,আমাদের,"['আ', 'মা', 'দে', 'র']"
4208.png,পরিমান,"['প', 'রি', 'মা', 'ন']"
3673.png,বক,"['ব', 'ক']"
7243.png,জাবেন,"['জা', 'বে', 'ন']"
7705.png,লোকেরা,"['লো', 'কে', 'রা']"
10271.png,নাগরিকতার,"['না', 'গ', 'রি', 'ক', 'তা', 'র']"
10206.png,যাবে,"['যা', 'বে']"
1089.png,গাড়ির,"['গা', 'ড়ি', 'র']"
6196.png,যোগদান,"['যো', 'গ', 'দা', 'ন']"
9071.png,প্রভাব,"['প্র', 'ভা', 'ব']"
13773.png,মাতৃ,"['মা', 'তৃ']"
2833.png,আবিস্কার,"['আ', 'বি', 'স্কা', 'র']"
7042.png,পারেননি,"['পা', 'রে', 'ন', 'নি']"
2023.png,প্রকাশ,"['প্র', 'কা', 'শ']"
13420.png,মূল্যবৃদ্ধি,"['মূ', 'ল্য', 'বৃ', 'দ্ধি']"
15095.png,লঞ্চ,"['ল', 'ঞ্চ']"
15554.png,উৎপাদনের,"['উ', 'ৎ', 'পা', 'দ', 'নে', 'র']"
2126.png,টিতে,"['টি', 'তে']"
2238.png,তুমি,"['তু', 'মি']"
12887.png,ঘটনাও,"['ঘ', 'ট', 'না', 'ও']"
15573.png,তুলতে,"['তু', 'ল', 'তে']"
3024.png,বারের,"['বা', 'রে', 'র']"
4558.png,অন্ধ,"['অ', 'ন্ধ']"
1063.png,আশেপাশে,"['আ', 'শে', 'পা', 'শে']"
15921.png,আশ,"['আ', 'শ']"
3699.png,ধরি,"['ধ', 'রি']"
6253.png,ঢালতে,"['ঢা', 'ল', 'তে']"
2461.png,জীবনটাই,"['জী', 'ব', 'ন', 'টা', 'ই']"
11344.png,গেমস,"['গে', 'ম', 'স']"
5428.png,আনন্দ,"['আ', 'ন', 'ন্দ']"
9560.png,চাচা,"['চা', 'চা']"
14717.png,ব্যায়,"['ব্যা', 'য়']"
1753.png,মাসের,"['মা', 'সে', 'র']"
15240.png,বস্তুটির,"['ব', 'স্তু', 'টি', 'র']"
1945.png,সকাল,"['স', 'কা', 'ল']"
6765.png,করাই,"['ক', 'রা', 'ই']"
6250.png,জগ,"['জ', 'গ']"
13792.png,যতটা,"['য', 'ত', 'টা']"
3231.png,স্থাপন,"['স্থা', 'প', 'ন']"
9676.png,বিজ্ঞানীরা,"['বি', 'জ্ঞা', 'নী', 'রা']"
9503.png,ছায়া,"['ছা', 'য়া']"
4248.png,বলেতে,"['ব', 'লে', 'তে']"
7850.png,প্রতিষ্ঠানগুলো,"['প্র', 'তি', 'ষ্ঠা', 'ন', 'গু', 'লো']"
10096.png,দাড়িয়েছে,"['দা', 'ড়ি', 'য়ে', 'ছে']"
3968.png,সুতা,"['সু', 'তা']"
9826.png,রোদের,"['রো', 'দে', 'র']"
1104.png,চারপাশে,"['চা', 'র', 'পা', 'শে']"
10211.png,সচেতন,"['স', 'চে', 'ত', 'ন']"
1530.png,ভবিষ্যৎ,"['ভ', 'বি', 'ষ্য', 'ৎ']"
11249.png,এদেশে,"['এ', 'দে', 'শে']"
12349.png,বেড়াজালে,"['বে', 'ড়া', 'জা', 'লে']"
990.png,দেখো,"['দে', 'খো']"
15130.png,দিলে,"['দি', 'লে']"
35.png,মাখা,"['মা', 'খা']"
1516.png,তামাকজাত,"['তা', 'মা', 'ক', 'জা', 'ত']"
9729.png,পুষ্টি,"['পু', 'ষ্টি']"
11577.png,বানী,"['বা', 'নী']"
2422.png,বৈদেশিক,"['বৈ', 'দে', 'শি', 'ক']"
8001.png,বিক্রিয়ক,"['বি', 'ক্রি', 'য়', 'ক']"
9685.png,আইনস্টাইন,"['আ', 'ই', 'ন', 'স্টা', 'ই', 'ন']"
1107.png,তার,"['তা', 'র']"
3548.png,মধ্যবিত্ত,"['ম', 'ধ্য', 'বি', 'ত্ত']"
13582.png,আবহাওয়াকে,"['আ', 'ব', 'হা', 'ও', 'য়া', 'কে']"
9481.png,বেঁচে,"['বেঁ', 'চে']"
4238.png,ঘটতে,"['ঘ', 'ট', 'তে']"
16274.png,শির,"['শি', 'র']"
7932.png,আসবো,"['আ', 'স', 'বো']"
8070.png,লোভী,"['লো', 'ভী']"
1411.png,মধ্য,"['ম', 'ধ্য']"
2935.png,কাটি,"['কা', 'টি']"
15079.png,যাচাই,"['যা', 'চা', 'ই']"
10310.png,বদ্ধ,"['ব', 'দ্ধ']"
13630.png,পর্যন্ত,"['প', 'ন্ত']"
17728.png,চালিয়েছি,"['চা', 'লি', 'য়ে', 'ছি']"
29.png,সবই,"['স', 'ব', 'ই']"
8747.png,হা,['হা']
15307.png,তালিকা,"['তা', 'লি', 'কা']"
9610.png,দাদী,"['দা', 'দী']"
3135.png,নিরাময়ের,"['নি', 'রা', 'ম', 'য়ে', 'র']"
2112.png,হতে,"['হ', 'তে']"
12388.png,সভ্যতা,"['স', 'ভ্য', 'তা']"
2258.png,গীবত,"['গী', 'ব', 'ত']"
8439.png,সংখ্যার,"['স', 'ং', 'খ্যা', 'র']"
3792.png,ইসলাম,"['ই', 'স', 'লা', 'ম']"
9701.png,খাই,"['খা', 'ই']"
4122.png,পেয়েছে,"['পে', 'য়ে', 'ছে']"
10333.png,মরছে,"['ম', 'র', 'ছে']"
16478.png,সম্মুখে,"['স', 'ম্মু', 'খে']"
15105.png,কূলে,"['কূ', 'লে']"
1757.png,বৈশাখে,"['বৈ', 'শা', 'খে']"
12884.png,শিশুদের,"['শি', 'শু', 'দে', 'র']"
7903.png,আপনারা,"['আ', 'প', 'না', 'রা']"
1716.png,অপকার,"['অ', 'প', 'কা', 'র']"
5040.png,মলিত,"['ম', 'লি', 'ত']"
7671.png,বন্ধুত্ব,"['ব', 'ন্ধু', 'ত্ব']"
10198.png,বৃদ্ধি,"['বৃ', 'দ্ধি']"
7220.png,ভিড়ে,"['ভি', 'ড়ে']"
496.png,শুষ্কতা,"['শু', 'ষ্ক', 'তা']"
5371.png,বিষয়ক,"['বি', 'ষ', 'য়', 'ক']"
6165.png,নির্বাচন,"['নি', 'র্বা', 'চ', 'ন']"
12266.png,খুশি,"['খু', 'শি']"
740.png,খেলা,"['খে', 'লা']"
3631.png,পড়াশোনা,"['প', 'ড়া', 'শো', 'না']"
986.png,দুহাত,"['দু', 'হা', 'ত']"
16994.png,ইসিজি,"['ই', 'সি', 'জি']"
12726.png,চালক,"['চা', 'ল', 'ক']"
4264.png,ব্যয়ের,"['ব্য', 'য়ে', 'র']"
14483.png,বিক্রয়,"['বি', 'ক্র', 'য়']"
1158.png,গড়ে,"['গ', 'ড়ে']"
17857.png,পালন,"['পা', 'ল', 'ন']"
885.png,নীল,"['নী', 'ল']"
4008.png,হিমায়িত,"['হি', 'মা', 'য়ি', 'ত']"
4261.png,অতীব,"['অ', 'তী', 'ব']"
926.png,স্বাধীনতা,"['স্বা', 'ধী', 'ন', 'তা']"
8783.png,সর্দার,"['স', 'র্দা', 'র']"
13800.png,আন্দোল,"['আ', 'ন্দো', 'ল']"
17913.png,যথাযথ,"['য', 'থা', 'য', 'থ']"
6656.png,সৌরভ,"['সৌ', 'র', 'ভ']"
674.png,কয়েকটা,"['ক', 'য়ে', 'ক', 'টা']"
6072.png,নদ,"['ন', 'দ']"
4156.png,গাছের,"['গা', 'ছে', 'র']"
6173.png,পরিচিতিঃ,"['প', 'রি', 'চি', 'তি', 'ঃ']"
6870.png,নিকটে,"['নি', 'ক', 'টে']"
300.png,পর্যায়কে,"['প', 'র্যা', 'য়', 'কে']"
12720.png,বহু,"['ব', 'হু']"
1913.png,বুনো,"['বু', 'নো']"
5003.png,হওয়ার,"['হ', 'ও', 'য়া', 'র']"
5021.png,বহি,"['ব', 'হি']"
15974.png,ছুরির,"['ছু', 'রি', 'র']"
1029.png,মুঠো,"['মু', 'ঠো']"
12631.png,দেখছি,"['দে', 'খ', 'ছি']"
9567.png,আজও,"['আ', 'জ', 'ও']"
3514.png,চামচ,"['চা', 'ম', 'চ']"
3679.png,গাছে,"['গা', 'ছে']"
5249.png,অনলাইনে,"['অ', 'ন', 'লা', 'ই', 'নে']"
3365.png,প্রয়োগে,"['প্র', 'য়ো', 'গে']"
12077.png,ঘুড়িটি,"['ঘু', 'ড়ি', 'টি']"
9592.png,ভুলটা,"['ভু', 'ল', 'টা']"
4673.png,থেকে,"['থে', 'কে']"
8743.png,বাড়িতে,"['বা', 'ড়ি', 'তে']"
10197.png,স্তর,"['স্ত', 'র']"
542.png,দেখবার,"['দে', 'খ', 'বা', 'র']"
3773.png,নামের,"['না', 'মে', 'র']"
16206.png,মৃত্যুর,"['মৃ', 'ত্যু', 'র']"
17223.png,ভারতীয়,"['ভা', 'র', 'তী', 'য়']"
6214.png,সেবক,"['সে', 'ব', 'ক']"
686.png,যোগাযোগ,"['যো', 'গা', 'যো', 'গ']"
15356.png,অনস্বীকার্য,"['অ', 'ন', 'স্বী', 'কা']"
4089.png,সহানুভূতি,"['স', 'হা', 'নু', 'ভূ', 'তি']"
10336.png,লাখে,"['লা', 'খে']"
4315.png,বহুমুখী,"['ব', 'হু', 'মু', 'খী']"
15973.png,রহমত,"['র', 'হ', 'ম', 'ত']"
12798.png,সত্ত্বেও,"['স', 'ত্ত্বে', 'ও']"
17912.png,শিক্ষকগনের,"['শি', 'ক্ষ', 'ক', 'গ', 'নে', 'র']"
11516.png,বইয়ে,"['ব', 'ই', 'য়ে']"
13219.png,দায়,"['দা', 'য়']"
6661.png,নবনীর,"['ন', 'ব', 'নী', 'র']"
12492.png,শব্দটা,"['শ', 'ব্দ', 'টা']"
81.png,অবস্থান,"['অ', 'ব', 'স্থা', 'ন']"
8100.png,হঠাৎ,"['হ', 'ঠা', 'ৎ']"
75.png,গ্রীষ্ম,"['গ্রী', 'ষ্ম']"
9052.png,বৃদ্ধির,"['বৃ', 'দ্ধি', 'র']"
16727.png,ধারণ,"['ধা', 'র', 'ণ']"
16453.png,স্নান,"['স্না', 'ন']"
6509.png,দোকানে,"['দো', 'কা', 'নে']"
13687.png,গৌরবে,"['গৌ', 'র', 'বে']"
8761.png,পালিয়ে,"['পা', 'লি', 'য়ে']"
4004.png,কমে,"['ক', 'মে']"
844.png,তাঁর,"['তাঁ', 'র']"
14491.png,হিসাবের,"['হি', 'সা', 'বে', 'র']"
7860.png,সফলতার,"['স', 'ফ', 'ল', 'তা', 'র']"
5114.png,ঝলমলে,"['ঝ', 'ল', 'ম', 'লে']"
5403.png,সম্বন্ধে,"['স', 'ম্ব', 'ন্ধে']"
17367.png,লয়,"['ল', 'য়']"
2734.png,কাজকে,"['কা', 'জ', 'কে']"
232.png,কর্মকাণ্ডে,"['ক', 'র্ম', 'কা', 'ণ্ডে']"
8732.png,ঝুকি,"['ঝু', 'কি']"
1004.png,অধরা,"['অ', 'ধ', 'রা']"
14450.png,গেলে,"['গে', 'লে']"
9795.png,চেনেনি,"['চে', 'নে', 'নি']"
14943.png,সীমা,"['সী', 'মা']"
5099.png,রোদ,"['রো', 'দ']"
16164.png,চেয়েছিল,"['চে', 'য়ে', 'ছি', 'ল']"
4932.png,মহানবী,"['ম', 'হা', 'ন', 'বী']"
5157.png,কখনো,"['ক', 'খ', 'নো']"
14303.png,ভিত্তিক,"['ভি', 'ত্তি', 'ক']"
6376.png,সোচ্চার,"['সো', 'চ্চা', 'র']"
1452.png,আসা,"['আ', 'সা']"
10948.png,অসুস্থতা,"['অ', 'সু', 'স্থ', 'তা']"
13490.png,তারা,"['তা', 'রা']"
11549.png,নাচতে,"['না', 'চ', 'তে']"
1979.png,মাতৃৃভাষা,"['মা', 'তৃ', 'ভা', 'ষা']"
10642.png,উত্থাপন,"['উ', 'ত্থা', 'প', 'ন']"
12317.png,নীতি,"['নী', 'তি']"
16151.png,শুনে,"['শু', 'নে']"
15257.png,টন,"['ট', 'ন']"
16881.png,গাঁয়ে,"['গাঁ', 'য়ে']"
10400.png,বাদ,"['বা', 'দ']"
13803.png,চেতনায়,"['চে', 'ত', 'না', 'য়']"
3517.png,দিবেন,"['দি', 'বে', 'ন']"
2003.png,যতই,"['য', 'ত', 'ই']"
3805.png,নগর,"['ন', 'গ', 'র']"
6651.png,চন্দ্রের,"['চ', 'ন্দ্রে', 'র']"
442.png,যুক্তরাজ্য,"['যু', 'ক্ত', 'রা', 'জ্য']"
7739.png,বাঙালিরা,"['বা', 'ঙা', 'লি', 'রা']"
15776.png,হারাম,"['হা', 'রা', 'ম']"
1073.png,সিটের,"['সি', 'টে', 'র']"
16762.png,উদ্যোগে,"['উ', 'দ্যো', 'গে']"
92.png,অন্যস্থানে,"['অ', 'ন্য', 'স্থা', 'নে']"
16412.png,রাত্রি,"['রা', 'ত্রি']"
1921.png,পচান,"['প', 'চা', 'ন']"
2883.png,বিরাট,"['বি', 'রা', 'ট']"
1926.png,বেড়ার,"['বে', 'ড়া', 'র']"
6975.png,রেনে,"['রে', 'নে']"
6928.png,মুজুরি,"['মু', 'জু', 'রি']"
14265.png,ততবার,"['ত', 'ত', 'বা', 'র']"
14345.png,দেশটা,"['দে', 'শ', 'টা']"
3825.png,উৎপাদকের,"['উ', 'ৎ', 'পা', 'দ', 'কে', 'র']"
13509.png,নবাব,"['ন', 'বা', 'ব']"
8354.png,নাকি,"['না', 'কি']"
11596.png,বানি,"['বা', 'নি']"
2837.png,গুরুত্বপূর্ণ,"['গু', 'রু', 'ত্ব', 'পূ', 'র্ণ']"
193.png,ধরা,"['ধ', 'রা']"
16426.png,অন্ধকার,"['অ', 'ন্ধ', 'কা', 'র']"
4702.png,ঢুকে,"['ঢু', 'কে']"
12819.png,পুরুষ,"['পু', 'রু', 'ষ']"
6314.png,খাওয়াচ্ছে,"['খা', 'ও', 'য়া', 'চ্ছে']"
16832.png,মহৎ,"['ম', 'হ', 'ৎ']"
17672.png,বইটি,"['ব', 'ই', 'টি']"
12581.png,আপু,"['আ', 'পু']"
16464.png,বিদ্যামান,"['বি', 'দ্যা', 'মা', 'ন']"
9740.png,খাদ্যবস্তুকে,"['খা', 'দ্য', 'ব', 'স্তু', 'কে']"
15252.png,ভরকে,"['ভ', 'র', 'কে']"
7702.png,ছিলাম,"['ছি', 'লা', 'ম']"
16429.png,হতেই,"['হ', 'তে', 'ই']"
2931.png,মানবজাতি,"['মা', 'ন', 'ব', 'জা', 'তি']"
11201.png,শিলার,"['শি', 'লা', 'র']"
17784.png,প্রবীনদের,"['প্র', 'বী', 'ন', 'দে', 'র']"
12506.png,ছেড়ে,"['ছে', 'ড়ে']"
1802.png,কার্পেট,"['কা', 'র্পে', 'ট']"
15639.png,মনস্তাত্ত্বিক,"['ম', 'ন', 'স্তা', 'ত্ত্বি', 'ক']"
6836.png,জাতের,"['জা', 'তে', 'র']"
7192.png,খাতেই,"['খা', 'তে', 'ই']"
8035.png,পাটের,"['পা', 'টে', 'র']"
9039.png,সম্প্রতি,"['স', 'ম্প্র', 'তি']"
5257.png,বসেই,"['ব', 'সে', 'ই']"
3756.png,দেবী,"['দে', 'বী']"
8604.png,চাল,"['চা', 'ল']"
12248.png,অতিক্রম,"['অ', 'তি', 'ক্র', 'ম']"
5910.png,আদায়ের,"['আ', 'দা', 'য়ে', 'র']"
5965.png,সাধনে,"['সা', 'ধ', 'নে']"
11269.png,নওগাঁর,"['ন', 'ও', 'গাঁ', 'র']"
7556.png,বিমান,"['বি', 'মা', 'ন']"
10522.png,জানতে,"['জা', 'ন', 'তে']"
2748.png,কামার,"['কা', 'মা', 'র']"
4776.png,চায়,"['চা', 'য়']"
13523.png,শাসন,"['শা', 'স', 'ন']"
10776.png,যত্নের,"['য', 'ত্নে', 'র']"
380.png,দিয়েছেন,"['দি', 'য়ে', 'ছে', 'ন']"
16141.png,অবাক,"['অ', 'বা', 'ক']"
17372.png,নদী,"['ন', 'দী']"
15563.png,উঠব,"['উ', 'ঠ', 'ব']"
2228.png,পোষন,"['পো', 'ষ', 'ন']"
892.png,প্রধান,"['প্র', 'ধা', 'ন']"
2808.png,বদলাতে,"['ব', 'দ', 'লা', 'তে']"
13506.png,বিহার,"['বি', 'হা', 'র']"
17678.png,পর্ব,"['প', 'র্ব']"
12562.png,আলাদা,"['আ', 'লা', 'দা']"
5852.png,ব্যাক্টেরিয়া,"['ব্যা', 'ক্টে', 'রি', 'য়া']"
699.png,দুইভাবে,"['দু', 'ই', 'ভা', 'বে']"
1242.png,উদ্দেশ্যক,"['উ', 'দ্দে', 'শ্য', 'ক']"
2576.png,বর্ণ,"['ব', 'র্ণ']"
5300.png,মার্কেটিং,"['মা', 'র্কে', 'টি', 'ং']"
13107.png,বাড়ন,"['বা', 'ড়', 'ন']"
3687.png,দেখে,"['দে', 'খে']"
8939.png,লাগাবেন,"['লা', 'গা', 'বে', 'ন']"
5172.png,ঘন,"['ঘ', 'ন']"
16862.png,ছেলে,"['ছে', 'লে']"
16409.png,ববি,"['ব', 'বি']"
9738.png,আহরন,"['আ', 'হ', 'র', 'ন']"
10947.png,শারীরিক,"['শা', 'রী', 'রি', 'ক']"
8824.png,অনুতপ্ত,"['অ', 'নু', 'ত', 'প্ত']"
12597.png,ইচ্ছার,"['ই', 'চ্ছা', 'র']"
8310.png,ধরণের,"['ধ', 'র', 'ণে', 'র']"
11266.png,দিনাজপুরের,"['দি', 'না', 'জ', 'পু', 'রে', 'র']"
8809.png,ব্যাখ্যাঃ,"['ব্যা', 'খ্যা', 'ঃ']"
16018.png,এন্ডসকপি,"['এ', 'ন্ড', 'স', 'ক', 'পি']"
9128.png,ঘনমাত্রা,"['ঘ', 'ন', 'মা', 'ত্রা']"
5828.png,মন,"['ম', 'ন']"
16497.png,আয়াত,"['আ', 'য়া', 'ত']"
9432.png,দামে,"['দা', 'মে']"
6838.png,তেমনি,"['তে', 'ম', 'নি']"
6860.png,বেড়ে,"['বে', 'ড়ে']"
6140.png,তোলাও,"['তো', 'লা', 'ও']"
8201.png,জালানি,"['জা', 'লা', 'নি']"
13680.png,গর্বের,"['গ', 'র্বে', 'র']"
15191.png,বেলজিয়াম,"['বে', 'ল', 'জি', 'য়া', 'ম']"
17588.png,নির্মিতি,"['নি', 'র্মি', 'তি']"
6307.png,দেখিস,"['দে', 'খি', 'স']"
16336.png,পিতর,"['পি', 'ত', 'র']"
10115.png,আর,"['আ', 'র']"
4303.png,পরিকল্পনা,"['প', 'রি', 'ক', 'ল্প', 'না']"
3851.png,অধিকন্তু,"['অ', 'ধি', 'ক', 'ন্তু']"
11014.png,অনুসৃত,"['অ', 'নু', 'সৃ', 'ত']"
11180.png,হইতে,"['হ', 'ই', 'তে']"
11334.png,গেমসগুলো,"['গে', 'ম', 'স', 'গু', 'লো']"
5665.png,শীল,"['শী', 'ল']"
8561.png,অধিকতর,"['অ', 'ধি', 'ক', 'ত', 'র']"
11959.png,পৃথিবীতে,"['পৃ', 'থি', 'বী', 'তে']"
2689.png,পর্যায়ে,"['প', 'র্যা', 'য়ে']"
17069.png,শুনা,"['শু', 'না']"
11844.png,আলোকময়,"['আ', 'লো', 'ক', 'ম', 'য়']"
7609.png,পেশোয়ারে,"['পে', 'শো', 'য়া', 'রে']"
5909.png,দাবি,"['দা', 'বি']"
16438.png,উদ্যান,"['উ', 'দ্যা', 'ন']"
5819.png,মুহাম্মদ,"['মু', 'হা', 'ম্ম', 'দ']"
695.png,উন্মোচিত,"['উ', 'ন্মো', 'চি', 'ত']"
10707.png,সাথে,"['সা', 'থে']"
2515.png,সাংস্কৃতিক,"['সা', 'ং', 'স্কৃ', 'তি', 'ক']"
6410.png,রাগপ্রধান,"['রা', 'গ', 'প্র', 'ধা', 'ন']"
2330.png,উদ্দেশ্যকে,"['উ', 'দ্দে', 'শ্য', 'কে']"
1226.png,দক্ষ,"['দ', 'ক্ষ']"
924.png,প্রহরে,"['প্র', 'হ', 'রে']"
10303.png,সংকল্প,"['স', 'ং', 'ক', 'ল্প']"
12838.png,নিউজ,"['নি', 'উ', 'জ']"
12576.png,কে,['কে']
13628.png,তখন,"['ত', 'খ', 'ন']"
8775.png,ঢুকেই,"['ঢু', 'কে', 'ই']"
10320.png,ঘূর্ণিপাকে,"['ঘূ', 'র্ণি', 'পা', 'কে']"
11522.png,সুন্দরভাবে,"['সু', 'ন্দ', 'র', 'ভা', 'বে']"
12465.png,পানিতে,"['পা', 'নি', 'তে']"
3734.png,খান,"['খা', 'ন']"
10883.png,রংপুরে,"['র', 'ং', 'পু', 'রে']"
5278.png,কমার্সের,"['ক', 'মা', 'র্সে', 'র']"
7.png,ভেসে,"['ভে', 'সে']"
273.png,পাথর,"['পা', 'থ', 'র']"
3122.png,অগতি,"['অ', 'গ', 'তি']"
12606.png,দুপুরে,"['দু', 'পু', 'রে']"
4343.png,অভাবনীয়,"['অ', 'ভা', 'ব', 'নী', 'য়']"
1110.png,মোচর,"['মো', 'চ', 'র']"
6571.png,গার্মেন্টস,"['গা', 'র্মে', 'ন্ট', 'স']"
14281.png,পদ্ধতি,"['প', 'দ্ধ', 'তি']"
